chunk_id,document_id,chunk_order,section_id,section_title,chunk_type,chunk_text,page_start,page_end,char_count,tag_regulatory,tag_privacy,tag_advertising,case_tag_advertising,case_tag_privacy,case_tag_medical_device,case_tag_health_functional_food,effective_date,status,source_url,local_file_path
kr-pipa-active-20251002__0125,kr-pipa-active-20251002,125,제63조의2,제63조의2(사전 실태점검),ARTICLE,"제63조의2(사전 실태점검) ① 보호위원회는 제63조제1항 각 호에 해당하지 아니하는 경우로서 개인정보 침해사고 발
생의 위험성이 높고 개인정보 보호의 취약점을 사전에 점검할 필요성이 인정되는 개인정보처리자에 대하여 개인정
보 보호실태를 점검할 수 있다.
② 보호위원회는 제1항에 따른 실태점검을 실시하여 이 법을 위반하는 사항을 발견한 경우 해당 개인정보처리자에
대하여 시정방안을 정하여 이에 따를 것을 권고할 수 있다.
③ 제2항에 따른 시정권고를 받은 개인정보처리자는 이를 통보받은 날부터 10일 이내에 해당 권고를 수락하는지
여부에 관하여 보호위원회에 통지하여야 하며, 그 이행 결과를 보호위원회가 고시로 정하는 바에 따라 보호위원회
에 알려야 한다.
④ 제2항에 따른 시정권고를 받은 자가 해당 권고를 수락한 때에는 제64조제1항에 따른 시정조치 명령(중앙행정기
관, 지방자치단체, 국회, 법원, 헌법재판소, 중앙선거관리위원회의 경우에는 제64조제3항에 따른 권고를 말한다)을
받은 것으로 본다.
⑤ 보호위원회는 제2항에 따른 시정권고를 받은 자가 해당 권고를 수락하지 아니하거나 이행하지 아니한 경우 제
63조제2항에 따른 검사를 할 수 있다.
⑥ 보호위원회는 관계 중앙행정기관의 장과 합동으로 제1항에 따른 개인정보 보호실태를 점검할 수 있다.
[본조신설 2023. 3. 14.]",40,40,667,true,true,false,false,true,false,false,2025-10-02,active,https://www.law.go.kr/법령/개인정보보호법,/Users/munchaerin/Desktop/졸프 data/개인정보 보호법(법률)(제20897호)(20251002).pdf
kr-pipa-active-20251002__0126,kr-pipa-active-20251002,126,제64조,제64조(시정조치 등),ARTICLE,"제64조(시정조치 등) ① 보호위원회는 이 법을 위반한 자(중앙행정기관, 지방자치단체, 국회, 법원, 헌법재판소, 중앙선
거관리위원회는 제외한다)에 대하여 다음 각 호에 해당하는 조치를 명할 수 있다. <개정 2013. 3. 23., 2014. 11. 19.,

개인정보 보호법
2017. 7. 26., 2020. 2. 4., 2023. 3. 14.>
1. 개인정보 침해행위의 중지
2. 개인정보 처리의 일시적인 정지
3. 그 밖에 개인정보의 보호 및 침해 방지를 위하여 필요한 조치
② 지방자치단체, 국회, 법원, 헌법재판소, 중앙선거관리위원회는 그 소속 기관 및 소관 공공기관이 이 법을 위반하
였을 때에는 제1항 각 호에 해당하는 조치를 명할 수 있다.<개정 2023. 3. 14.>
③ 보호위원회는 중앙행정기관, 지방자치단체, 국회, 법원, 헌법재판소, 중앙선거관리위원회가 이 법을 위반하였을
때에는 해당 기관의 장에게 제1항 각 호에 해당하는 조치를 하도록 권고할 수 있다. 이 경우 권고를 받은 기관은 특
별한 사유가 없으면 이를 존중하여야 한다.<개정 2023. 3. 14.>",40,41,553,true,true,false,false,true,false,false,2025-10-02,active,https://www.law.go.kr/법령/개인정보보호법,/Users/munchaerin/Desktop/졸프 data/개인정보 보호법(법률)(제20897호)(20251002).pdf
kr-pipa-active-20251002__0127,kr-pipa-active-20251002,127,제64조의2,제64조의2(과징금의 부과),ARTICLE,"제64조의2(과징금의 부과) ① 보호위원회는 다음 각 호의 어느 하나에 해당하는 경우에는 해당 개인정보처리자에게 전
체 매출액의 100분의 3을 초과하지 아니하는 범위에서 과징금을 부과할 수 있다. 다만, 매출액이 없거나 매출액의
산정이 곤란한 경우로서 대통령령으로 정하는 경우에는 20억원을 초과하지 아니하는 범위에서 과징금을 부과할 수
있다.
1. 제15조제1항, 제17조제1항, 제18조제1항ㆍ제2항(제26조제8항에 따라 준용되는 경우를 포함한다) 또는 제19조를
위반하여 개인정보를 처리한 경우
2. 제22조의2제1항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 법정대리인의 동의를 받지 아니하
고 만 14세 미만인 아동의 개인정보를 처리한 경우
3. 제23조제1항제1호(제26조제8항에 따라 준용되는 경우를 포함한다)를 위반하여 정보주체의 동의를 받지 아니하
고 민감정보를 처리한 경우
4. 제24조제1항ㆍ제24조의2제1항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 고유식별정보 또는
주민등록번호를 처리한 경우
5. 제26조제4항에 따른 관리ㆍ감독 또는 교육을 소홀히 하여 수탁자가 이 법의 규정을 위반한 경우
6. 제28조의5제1항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 특정 개인을 알아보기 위한 목적으
로 정보를 처리한 경우
7. 제28조의8제1항(제26조제8항 및 제28조의11에 따라 준용되는 경우를 포함한다)을 위반하여 개인정보를 국외로
이전한 경우
8. 제28조의9제1항(제26조제8항 및 제28조의11에 따라 준용되는 경우를 포함한다)을 위반하여 국외 이전 중지 명
령을 따르지 아니한 경우
9. 개인정보처리자가 처리하는 개인정보가 분실ㆍ도난ㆍ유출ㆍ위조ㆍ변조ㆍ훼손된 경우. 다만, 개인정보가 분실ㆍ
도난ㆍ유출ㆍ위조ㆍ변조ㆍ훼손되지 아니하도록 개인정보처리자가",41,41,911,true,true,false,false,true,false,false,2025-10-02,active,https://www.law.go.kr/법령/개인정보보호법,/Users/munchaerin/Desktop/졸프 data/개인정보 보호법(법률)(제20897호)(20251002).pdf
kr-pipa-active-20251002__0128,kr-pipa-active-20251002,128,제29조,"제29조(제26조제8항에 따라 준용되는 경우를
포함한다)",ARTICLE,"제29조(제26조제8항에 따라 준용되는 경우를
포함한다)에 따른 안전성 확보에 필요한 조치를 다한 경우에는 그러하지 아니하다.
② 보호위원회는 제1항에 따른 과징금을 부과하려는 경우 전체 매출액에서 위반행위와 관련이 없는 매출액을 제외
한 매출액을 기준으로 과징금을 산정한다.
③ 보호위원회는 제1항에 따른 과징금을 부과하려는 경우 개인정보처리자가 정당한 사유 없이 매출액 산정자료의
제출을 거부하거나 거짓의 자료를 제출한 경우에는 해당 개인정보처리자의 전체 매출액을 기준으로 산정하되 해당
개인정보처리자 및 비슷한 규모의 개인정보처리자의 개인정보 보유 규모, 재무제표 등 회계자료, 상품ㆍ용역의 가
격 등 영업현황 자료에 근거하여 매출액을 추정할 수 있다.
④ 보호위원회는 제1항에 따른 과징금을 부과하는 경우에는 위반행위에 상응하는 비례성과 침해 예방에 대한 효과
성이 확보될 수 있도록 다음 각 호의 사항을 고려하여야 한다.
1. 위반행위의 내용 및 정도
2. 위반행위의 기간 및 횟수
3. 위반행위로 인하여 취득한 이익의 규모

개인정보 보호법
4. 암호화 등 안전성 확보 조치 이행 노력
5. 개인정보가 분실ㆍ도난ㆍ유출ㆍ위조ㆍ변조ㆍ훼손된 경우 위반행위와의 관련성 및 분실ㆍ도난ㆍ유출ㆍ위조ㆍ변
조ㆍ훼손의 규모
6. 위반행위로 인한 피해의 회복 및 피해 확산 방지 조치의 이행 여부
7. 개인정보처리자의 업무 형태 및 규모
8. 개인정보처리자가 처리하는 개인정보의 유형과 정보주체에게 미치는 영향
9. 위반행위로 인한 정보주체의 피해 규모
10. 개인정보 보호 인증, 자율적인 보호 활동 등 개인정보 보호를 위한 노력
11. 보호위원회와의 협조 등 위반행위를 시정하기 위한 조치 여부
⑤ 보호위원회는 다음 각 호의 어느 하나에 해당하는 사유가 있는 경우에는 과징금을 부과하지 아니할 수 있다.
1. 지급불능ㆍ지급정지 또는 자본잠식 등의 사유로 객관적으로 과징금을 낼 능력이 없다고 인정되는 경우
2. 본인의 행위가 위법하지 아니한 것으로 잘못 인식할 만한 정당한 사유가 있는 경우
3. 위반행위의 내용ㆍ정도가 경미하거나 산정된 과징금이 소액인 경우
4. 그 밖에 정보주체에게 피해가 발생하지 아니하였거나 경미한 경우로서 대통령령으로 정하는 사유가 있는 경우
⑥ 제1항에 따른 과징금은 제2항부터 제5항까지를 고려하여 산정하되, 구체적인 산정기준과 산정절차는 대통령령
으로 정한다.
⑦ 보호위원회는 제1항에 따른 과징금을 내야 할 자가 납부기한까지 이를 내지 아니하면 납부기한의 다음 날부터
내지 아니한 과징금의 연 100분의 6에 해당하는 가산금을 징수한다. 이 경우 가산금을 징수하는 기간은 60개월을
초과하지 못한다.
⑧ 보호위원회는 제1항에 따른 과징금을 내야 할 자가 납부기한까지 내지 아니한 경우에는 기간을 정하여 독촉하고
, 독촉으로 지정한 기간 내에 과징금과 제7항에 따른 가산금을 내지 아니하면 국세강제징수의 예에 따라 징수한다.
⑨ 보호위원회는 법원의 판결 등의 사유로 제1항에 따라 부과된 과징금을 환급하는 경우에는 과징금을 낸 날부터
환급하는 날까지의 기간에 대하여 금융회사 등의 예금이자율 등을 고려하여 대통령령으로 정하는 이자율을 적용하
여 계산한 환급가산금을 지급하여야 한다.
⑩ 보호위원회는 제9항에도 불구하고 법원의 판결에 따라 과징금 부과처분이 취소되어 그 판결이유에 따라 새로운
과징금을 부과하는 경우에는 당초 납부한 과징금에서 새로 부과하기로 결정한 과징금을 공제한 나머지 금액에 대
해서만 환급가산금을 계산하여 지급한다.
[본조신설 2023. 3. 14.]",41,42,1734,true,true,false,true,true,false,false,2025-10-02,active,https://www.law.go.kr/법령/개인정보보호법,/Users/munchaerin/Desktop/졸프 data/개인정보 보호법(법률)(제20897호)(20251002).pdf
kr-pipa-active-20251002__0129,kr-pipa-active-20251002,129,제64조의2,제64조의2(과징금의 부과),ARTICLE,"제64조의2(과징금의 부과) ① 보호위원회는 다음 각 호의 어느 하나에 해당하는 경우에는 해당 개인정보처리자에게 전
체 매출액의 100분의 3을 초과하지 아니하는 범위에서 과징금을 부과할 수 있다. 다만, 매출액이 없거나 매출액의
산정이 곤란한 경우로서 대통령령으로 정하는 경우에는 20억원을 초과하지 아니하는 범위에서 과징금을 부과할 수
있다. <개정 2026. 3. 10.>
1. 제15조제1항, 제17조제1항, 제18조제1항ㆍ제2항(제26조제8항에 따라 준용되는 경우를 포함한다) 또는 제19조를
위반하여 개인정보를 처리한 경우
2. 제22조의2제1항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 법정대리인의 동의를 받지 아니하
고 만 14세 미만인 아동의 개인정보를 처리한 경우
3. 제23조제1항제1호(제26조제8항에 따라 준용되는 경우를 포함한다)를 위반하여 정보주체의 동의를 받지 아니하
고 민감정보를 처리한 경우
4. 제24조제1항ㆍ제24조의2제1항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 고유식별정보 또는
주민등록번호를 처리한 경우
5. 제26조제4항에 따른 관리ㆍ감독 또는 교육을 소홀히 하여 수탁자가 이 법의 규정을 위반한 경우
6. 제28조의5제1항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 특정 개인을 알아보기 위한 목적으
로 정보를 처리한 경우

개인정보 보호법
7. 제28조의8제1항(제26조제8항 및 제28조의11에 따라 준용되는 경우를 포함한다)을 위반하여 개인정보를 국외로
이전한 경우
8. 제28조의9제1항(제26조제8항 및 제28조의11에 따라 준용되는 경우를 포함한다)을 위반하여 국외 이전 중지 명
령을 따르지 아니한 경우
9. 개인정보처리자가 처리하는 개인정보가 유출등이 된 경우. 다만, 개인정보가 유출등이 되지 아니하도록 개인정보
처리자가",42,43,915,true,true,false,false,true,false,false,2025-10-02,active,https://www.law.go.kr/법령/개인정보보호법,/Users/munchaerin/Desktop/졸프 data/개인정보 보호법(법률)(제20897호)(20251002).pdf
kr-pipa-active-20251002__0130,kr-pipa-active-20251002,130,제29조,제29조(제26조제8항에 따라 준용되는 경우를 포함한다),ARTICLE,"제29조(제26조제8항에 따라 준용되는 경우를 포함한다)에 따른 안전성 확보에 필요한 조치를 다한 경
우에는 그러하지 아니하다.
② 제1항에도 불구하고 보호위원회는 다음 각 호의 어느 하나에 해당하는 경우에는 해당 개인정보처리자에게 전체
매출액의 100분의 10을 초과하지 아니하는 범위에서 과징금을 부과할 수 있다. 다만, 매출액이 없거나 매출액의 산
정이 곤란한 경우로서 대통령령으로 정하는 경우에는 50억원을 초과하지 아니하는 범위에서 과징금을 부과할 수
있다.<신설 2026. 3. 10.>
1. 이 조에 따른 과징금 부과처분을 받은 날부터 3년이 경과하기 전에 제1항 같은 호에 해당하는 위반행위를 한 경
우(각각 고의 또는 중대한 과실이 있는 경우로 한정한다)
2. 고의 또는 중대한 과실로 제1항 각 호의 어느 하나에 해당하는 위반행위를 하고 정보주체의 피해 규모가 1천만명
이상인 경우
3. 제64조제1항에 따른 시정조치 명령에 따르지 아니하여 개인정보처리자가 제1항제9호의 위반행위를 한 경우
③ 보호위원회는 제1항 및 제2항에 따른 과징금을 부과하려는 경우 전체 매출액에서 위반행위와 관련이 없는 매출
액을 제외한 매출액을 기준으로 과징금을 산정한다.<개정 2026. 3. 10.>
④ 보호위원회는 제1항 및 제2항에 따른 과징금을 부과하려는 경우 개인정보처리자가 정당한 사유 없이 매출액 산
정자료의 제출을 거부하거나 거짓의 자료를 제출한 경우에는 해당 개인정보처리자의 전체 매출액을 기준으로 산정
하되 해당 개인정보처리자 및 비슷한 규모의 개인정보처리자의 개인정보 보유 규모, 재무제표 등 회계자료, 상품ㆍ
용역의 가격 등 영업현황 자료에 근거하여 매출액을 추정할 수 있다.<개정 2026. 3. 10.>
⑤ 보호위원회는 제1항 및 제2항에 따른 과징금을 부과하는 경우에는 위반행위에 상응하는 비례성과 침해 예방에
대한 효과성이 확보될 수 있도록 다음 각 호의 사항을 고려하여야 한다.<개정 2026. 3. 10.>
1. 위반행위의 내용 및 정도
2. 위반행위의 기간 및 횟수
3. 위반행위로 인하여 취득한 이익의 규모
4. 암호화 등 안전성 확보 조치 이행 노력
5. 개인정보가 유출등이 된 경우 위반행위와의 관련성 및 유출등의 규모
6. 위반행위로 인한 피해의 회복 및 피해 확산 방지 조치의 이행 여부
7. 개인정보처리자의 업무 형태 및 규모
8. 개인정보처리자가 처리하는 개인정보의 유형과 정보주체에게 미치는 영향
9. 위반행위로 인한 정보주체의 피해 규모
10. 개인정보 보호 인증, 자율적인 보호 활동 등 개인정보 보호를 위한 노력
11. 보호위원회와의 협조 등 위반행위를 시정하기 위한 조치 여부
⑥ 보호위원회는 개인정보 보호를 위하여 예산ㆍ인력ㆍ설비ㆍ장치 등을 투자하고 운영하는 등 대통령령으로 정하
는 사유가 있는 경우에는 제1항 및 제2항에 따른 과징금을 감경한다. 다만, 개인정보처리자의 고의 또는 중대한 과
실로 위반행위를 한 경우는 제외한다.<신설 2026. 3. 10.>
⑦ 보호위원회는 다음 각 호의 어느 하나에 해당하는 사유가 있는 경우에는 과징금을 부과하지 아니할 수 있다.<개
정 2026. 3. 10.>
1. 지급불능ㆍ지급정지 또는 자본잠식 등의 사유로 객관적으로 과징금을 낼 능력이 없다고 인정되는 경우
2. 본인의 행위가 위법하지 아니한 것으로 잘못 인식할 만한 정당한 사유가 있는 경우
3. 위반행위의 내용ㆍ정도가 경미하거나 산정된 과징금이 소액인 경우

개인정보 보호법
4. 그 밖에 정보주체에게 피해가 발생하지 아니하였거나 경미한 경우로서 대통령령으로 정하는 사유가 있는 경우
⑧ 제1항 및 제2항에 따른 과징금은 제3항부터 제7항까지를 고려하여 산정하되, 구체적인 산정기준과 산정절차는
대통령령으로 정한다.<개정 2026. 3. 10.>
⑨ 보호위원회는 제1항 및 제2항에 따른 과징금을 내야 할 자가 납부기한까지 이를 내지 아니하면 납부기한의 다음
날부터 내지 아니한 과징금의 연 100분의 6에 해당하는 가산금을 징수한다. 이 경우 가산금을 징수하는 기간은
60개월을 초과하지 못한다.<개정 2026. 3. 10.>
⑩ 보호위원회는 제1항 및 제2항에 따른 과징금을 내야 할 자가 납부기한까지 내지 아니한 경우에는 기간을 정하여
독촉하고, 독촉으로 지정한 기간 내에 과징금과 제9항에 따른 가산금을 내지 아니하면 국세강제징수의 예에 따라
징수한다.<개정 2026. 3. 10.>
⑪ 보호위원회는 법원의 판결 등의 사유로 제1항 및 제2항에 따라 부과된 과징금을 환급하는 경우에는 과징금을 낸
날부터 환급하는 날까지의 기간에 대하여 금융회사 등의 예금이자율 등을 고려하여 대통령령으로 정하는 이자율을
적용하여 계산한 환급가산금을 지급하여야 한다.<개정 2026. 3. 10.>
⑫ 보호위원회는 제11항에도 불구하고 법원의 판결에 따라 과징금 부과처분이 취소되어 그 판결이유에 따라 새로
운 과징금을 부과하는 경우에는 당초 납부한 과징금에서 새로 부과하기로 결정한 과징금을 공제한 나머지 금액에
대해서만 환급가산금을 계산하여 지급한다.<개정 2026. 3. 10.>
[본조신설 2023. 3. 14.]
[시행일: 2026. 9. 11.] 제64조의2",43,44,2528,true,true,false,true,true,false,false,2025-10-02,active,https://www.law.go.kr/법령/개인정보보호법,/Users/munchaerin/Desktop/졸프 data/개인정보 보호법(법률)(제20897호)(20251002).pdf
kr-pipa-active-20251002__0131,kr-pipa-active-20251002,131,제65조,제65조(고발 및 징계권고),ARTICLE,"제65조(고발 및 징계권고) ① 보호위원회는 개인정보처리자에게 이 법 등 개인정보 보호와 관련된 법규의 위반에 따른
범죄혐의가 있다고 인정될 만한 상당한 이유가 있을 때에는 관할 수사기관에 그 내용을 고발할 수 있다. <개정
2013. 3. 23., 2014. 11. 19., 2017. 7. 26., 2020. 2. 4.>
② 보호위원회는 이 법 등 개인정보 보호와 관련된 법규의 위반행위가 있다고 인정될 만한 상당한 이유가 있을 때
에는 책임이 있는 자(대표자 및 책임있는 임원을 포함한다)를 징계할 것을 해당 개인정보처리자에게 권고할 수 있
다. 이 경우 권고를 받은 사람은 이를 존중하여야 하며 그 결과를 보호위원회에 통보하여야 한다.<개정 2013. 3. 23.,
2013. 8. 6., 2014. 11. 19., 2017. 7. 26., 2020. 2. 4.>
③ 관계 중앙행정기관의 장은 소관 법률에 따라 개인정보처리자에 대하여 제1항에 따른 고발을 하거나 소속 기관ㆍ
단체 등의 장에게 제2항에 따른 징계권고를 할 수 있다. 이 경우 제2항에 따른 권고를 받은 사람은 이를 존중하여야
하며 그 결과를 관계 중앙행정기관의 장에게 통보하여야 한다.",44,44,592,true,true,false,false,true,false,false,2025-10-02,active,https://www.law.go.kr/법령/개인정보보호법,/Users/munchaerin/Desktop/졸프 data/개인정보 보호법(법률)(제20897호)(20251002).pdf
kr-pipa-active-20251002__0132,kr-pipa-active-20251002,132,제66조,제66조(결과의 공표),ARTICLE,"제66조(결과의 공표) ① 보호위원회는 제61조에 따른 개선권고, 제64조에 따른 시정조치 명령, 제64조의2에 따른 과징
금의 부과, 제65조에 따른 고발 또는 징계권고 및 제75조에 따른 과태료 부과의 내용 및 결과에 대하여 공표할 수 있
다. <개정 2013. 3. 23., 2014. 11. 19., 2017. 7. 26., 2020. 2. 4., 2023. 3. 14.>
② 보호위원회는 제61조에 따른 개선권고, 제64조에 따른 시정조치 명령, 제64조의2에 따른 과징금의 부과, 제65조
에 따른 고발 또는 징계권고 및 제75조에 따른 과태료 부과처분 등을 한 경우에는 처분 등을 받은 자에게 해당 처분
등을 받았다는 사실을 공표할 것을 명할 수 있다.<개정 2023. 3. 14.>
③ 제1항 및 제2항에 따른 개선권고 사실 등의 공표 및 공표명령의 방법, 기준 및 절차 등은 대통령령으로 정한다.
<개정 2023. 3. 14.>",44,44,472,true,true,false,false,false,false,false,2025-10-02,active,https://www.law.go.kr/법령/개인정보보호법,/Users/munchaerin/Desktop/졸프 data/개인정보 보호법(법률)(제20897호)(20251002).pdf
kr-pipa-active-20251002__0133,kr-pipa-active-20251002,133,제67조,제67조(연차보고),ARTICLE,"제67조(연차보고) ① 보호위원회는 관계 기관 등으로부터 필요한 자료를 제출받아 매년 개인정보 보호시책의 수립 및
시행에 관한 보고서를 작성하여 정기국회 개회 전까지 국회에 제출(정보통신망에 의한 제출을 포함한다)하여야 한다
.
② 제1항에 따른 보고서에는 다음 각 호의 내용이 포함되어야 한다.<개정 2016. 3. 29., 2023. 3. 14.>
1. 정보주체의 권리침해 및 그 구제현황
2. 개인정보 처리에 관한 실태조사 및 개인정보 보호수준 평가 등의 결과

개인정보 보호법
3. 개인정보 보호시책의 추진현황 및 실적
4. 개인정보 관련 해외의 입법 및 정책 동향
5. 주민등록번호 처리와 관련된 법률ㆍ대통령령ㆍ국회규칙ㆍ대법원규칙ㆍ헌법재판소규칙ㆍ중앙선거관리위원회규
칙 및 감사원규칙의 제정ㆍ개정 현황
6. 그 밖에 개인정보 보호시책에 관하여 공개 또는 보고하여야 할 사항",44,45,436,true,true,false,false,true,false,false,2025-10-02,active,https://www.law.go.kr/법령/개인정보보호법,/Users/munchaerin/Desktop/졸프 data/개인정보 보호법(법률)(제20897호)(20251002).pdf
kr-pipa-active-20251002__0134,kr-pipa-active-20251002,134,제68조,제68조(권한의 위임ㆍ위탁),ARTICLE,"제68조(권한의 위임ㆍ위탁) ① 이 법에 따른 보호위원회 또는 관계 중앙행정기관의 장의 권한은 그 일부를 대통령령으
로 정하는 바에 따라 특별시장, 광역시장, 도지사, 특별자치도지사 또는 대통령령으로 정하는 전문기관에 위임하거나
위탁할 수 있다. <개정 2013. 3. 23., 2014. 11. 19., 2017. 7. 26., 2020. 2. 4.>
② 제1항에 따라 보호위원회 또는 관계 중앙행정기관의 장의 권한을 위임 또는 위탁받은 기관은 위임 또는 위탁받
은 업무의 처리 결과를 보호위원회 또는 관계 중앙행정기관의 장에게 통보하여야 한다.<개정 2013. 3. 23., 2014.
11. 19., 2017. 7. 26., 2020. 2. 4.>
③ 보호위원회는 제1항에 따른 전문기관에 권한의 일부를 위임하거나 위탁하는 경우 해당 전문기관의 업무 수행을
위하여 필요한 경비를 출연할 수 있다.<개정 2013. 3. 23., 2014. 11. 19., 2017. 7. 26., 2020. 2. 4.>",45,45,507,true,true,false,false,false,false,false,2025-10-02,active,https://www.law.go.kr/법령/개인정보보호법,/Users/munchaerin/Desktop/졸프 data/개인정보 보호법(법률)(제20897호)(20251002).pdf
kr-pipa-active-20251002__0135,kr-pipa-active-20251002,135,제69조,제69조(벌칙 적용 시의 공무원 의제),ARTICLE,"제69조(벌칙 적용 시의 공무원 의제) ① 보호위원회의 위원 중 공무원이 아닌 위원 및 공무원이 아닌 직원은 「형법」이
나 그 밖의 법률에 따른 벌칙을 적용할 때에는 공무원으로 본다. <신설 2020. 2. 4.>
② 보호위원회 또는 관계 중앙행정기관의 장의 권한을 위탁한 업무에 종사하는 관계 기관의 임직원은 「형법」 제
129조부터 제132조까지의 규정을 적용할 때에는 공무원으로 본다.<신설 2020. 2. 4.>
제10장 벌칙 <개정 2020. 2. 4.>",45,45,259,true,true,false,false,false,false,false,2025-10-02,active,https://www.law.go.kr/법령/개인정보보호법,/Users/munchaerin/Desktop/졸프 data/개인정보 보호법(법률)(제20897호)(20251002).pdf
kr-pipa-active-20251002__0136,kr-pipa-active-20251002,136,제70조,제70조(벌칙),ARTICLE,"제70조(벌칙) 다음 각 호의 어느 하나에 해당하는 자는 10년 이하의 징역 또는 1억원 이하의 벌금에 처한다. <개정
2015. 7. 24.>
1. 공공기관의 개인정보 처리업무를 방해할 목적으로 공공기관에서 처리하고 있는 개인정보를 변경하거나 말소하
여 공공기관의 업무 수행의 중단ㆍ마비 등 심각한 지장을 초래한 자
2. 거짓이나 그 밖의 부정한 수단이나 방법으로 다른 사람이 처리하고 있는 개인정보를 취득한 후 이를 영리 또는
부정한 목적으로 제3자에게 제공한 자와 이를 교사ㆍ알선한 자",45,45,274,true,true,false,false,true,false,false,2025-10-02,active,https://www.law.go.kr/법령/개인정보보호법,/Users/munchaerin/Desktop/졸프 data/개인정보 보호법(법률)(제20897호)(20251002).pdf
kr-pipa-active-20251002__0137,kr-pipa-active-20251002,137,제71조,제71조(벌칙),ARTICLE,"제71조(벌칙) 다음 각 호의 어느 하나에 해당하는 자는 5년 이하의 징역 또는 5천만원 이하의 벌금에 처한다. <개정
2016. 3. 29., 2020. 2. 4., 2023. 3. 14.>
1. 제17조제1항제2호에 해당하지 아니함에도 같은 항 제1호(제26조제8항에 따라 준용되는 경우를 포함한다)를 위
반하여 정보주체의 동의를 받지 아니하고 개인정보를 제3자에게 제공한 자 및 그 사정을 알면서도 개인정보를 제
공받은 자
2. 제18조제1항ㆍ제2항, 제27조제3항 또는",45,45,266,true,true,false,false,true,false,false,2025-10-02,active,https://www.law.go.kr/법령/개인정보보호법,/Users/munchaerin/Desktop/졸프 data/개인정보 보호법(법률)(제20897호)(20251002).pdf
kr-pipa-active-20251002__0138,kr-pipa-active-20251002,138,제28조의2,제28조의2(제26조제8항에 따라 준용되는 경우를 포함한다),ARTICLE,"제28조의2(제26조제8항에 따라 준용되는 경우를 포함한다), 제19조 또
는 제26조제5항을 위반하여 개인정보를 이용하거나 제3자에게 제공한 자 및 그 사정을 알면서도 영리 또는 부정
한 목적으로 개인정보를 제공받은 자
3. 제22조의2제1항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 법정대리인의 동의를 받지 아니하
고 만 14세 미만인 아동의 개인정보를 처리한 자
4. 제23조제1항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 민감정보를 처리한 자
5. 제24조제1항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 고유식별정보를 처리한 자
6. 제28조의3제1항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 보호위원회 또는 관계 중앙행정기
관의 장으로부터 전문기관으로 지정받지 아니하고 가명정보를 결합한 자
7. 제28조의3제2항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 전문기관의 장의 승인을 받지 아니
하고 결합을 수행한 기관 외부로 결합된 정보를 반출하거나 이를 제3자에게 제공한 자 및 그 사정을 알면서도 영

개인정보 보호법
리 또는 부정한 목적으로 결합된 정보를 제공받은 자
8. 제28조의5제1항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 특정 개인을 알아보기 위한 목적으
로 가명정보를 처리한 자
9. 제59조제2호를 위반하여 업무상 알게 된 개인정보를 누설하거나 권한 없이 다른 사람이 이용하도록 제공한 자
및 그 사정을 알면서도 영리 또는 부정한 목적으로 개인정보를 제공받은 자
10. 제59조제3호를 위반하여 다른 사람의 개인정보를 이용, 훼손, 멸실, 변경, 위조 또는 유출한 자",45,46,839,true,true,false,false,true,false,false,2025-10-02,active,https://www.law.go.kr/법령/개인정보보호법,/Users/munchaerin/Desktop/졸프 data/개인정보 보호법(법률)(제20897호)(20251002).pdf
kr-pipa-active-20251002__0139,kr-pipa-active-20251002,139,제72조,제72조(벌칙),ARTICLE,"제72조(벌칙) 다음 각 호의 어느 하나에 해당하는 자는 3년 이하의 징역 또는 3천만원 이하의 벌금에 처한다. <개정
2023. 3. 14.>
1. 제25조제5항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 고정형 영상정보처리기기의 설치 목적
과 다른 목적으로 고정형 영상정보처리기기를 임의로 조작하거나 다른 곳을 비추는 자 또는 녹음기능을 사용한
자
2. 제59조제1호를 위반하여 거짓이나 그 밖의 부정한 수단이나 방법으로 개인정보를 취득하거나 개인정보 처리에
관한 동의를 받는 행위를 한 자 및 그 사정을 알면서도 영리 또는 부정한 목적으로 개인정보를 제공받은 자
3. 제60조를 위반하여 직무상 알게 된 비밀을 누설하거나 직무상 목적 외에 이용한 자",46,46,375,true,true,false,false,true,false,false,2025-10-02,active,https://www.law.go.kr/법령/개인정보보호법,/Users/munchaerin/Desktop/졸프 data/개인정보 보호법(법률)(제20897호)(20251002).pdf
